id,name,class,is_company,street,owner,city,zip,phone,fax,website,email,active,hospital,supplier,customer,child_ids/name,child_ids/active,child_ids/type,child_ids/function
res_partner_1744,RSU An Nisa Tangerang,c,TRUE,Jl. Gatot Subroto No 96 Km 3 Kel. Uwung Jaya Kec. Cibodas Tangerang,organisasi,Kota Tangerang,15138,021 5525564,021 55791563, www.rsannisa.co.id, it@rsannisa.co.id,TRUE,FALSE,FALSE,TRUE,"Dr. Ediansyah, MARS",TRUE,Contact,Direktur
res_partner_241,RSU Dr Pirngadi,b,TRUE,"Jl. Prof H M Yamin SH 47, Medan",pemda,Kota Medan,20234,061 4158701,061 4521223, www.rsudpirngadi.com, rsupirngadi@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Edwin Effendi, MSc",TRUE,Contact,Direktur
res_partner_1047,RSB Putera Bahagia,c,TRUE,Jl. Ciremai Raya No 114 Perumnas Cirebon,swasta,Kota Cirebon,45142,0231 485654,0231 482328, www.rsputerabahagia.com, medrec@puterabahagia.com,TRUE,FALSE,FALSE,TRUE,"Dr. Edwin Nurwinata, MARS",TRUE,Contact,Direktur
res_partner_1904,RS Bethesda Serukam,c,TRUE,Serukam Kec.Samalantan Kab.Bengkayang,organisasi,Bengkayang,79101,0562 637019,0562 637019,  , ybs_rsub@bethesdaserukam.org,TRUE,FALSE,FALSE,TRUE,"Dr. Edy Ariston Lubis, Sp.M,.M.Sc",TRUE,Contact,Direktur
res_partner_2010,RSUD Dr. Kanujoso Djatiwibowo,b,TRUE,Jl. M.T. Haryono Ring Road Balikpapan No.656,pemda,Kota Balikpapan,76126,0542 873837,0542 873836, rsudkanujoso.com, rsud_bpp@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Edy Iskandar, Sp.PD",TRUE,Contact,Direktur
res_partner_1396,RS Islam Hidayatullah,d,TRUE,"Jl. Veteran No.184, Yogyakarta",organisasi,Kota Yogyakarta,,0274 389194,,  ,  ,TRUE,FALSE,FALSE,TRUE,"Dr. Edy Raharja, Sp.S",TRUE,Contact,Direktur
res_partner_1907,RSU Sanggau,c,TRUE,Jl. Jend Sudirman Sanggau,pemda,Sanggau,78512,0564 21070,0564 22959,  , rsud.sanggau@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Edy Suprabowo, MKM.",TRUE,Contact,Direktur
res_partner_1945,RSUD Sukamara,d,TRUE,"Jl. Tjilik Riwut KM 5,5 Nomor 35 Sukamara",pemda,Sukamara,74712,0532 26753,0532 26753,  , rsud_sukamara@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. EFLIN N.M. SIANIPAR,TRUE,Contact,Direktur
res_partner_404,RUMAH SAKIT PERMATA HATI,c,TRUE,Jl. Jend. Sudirman No. 37,swasta,Bengkalis,28884,(0765) 595799,(0765) 595799,  , rspermatahati@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. EFRIANTI,TRUE,Contact,Direktur
res_partner_2417,RSU DADI KELUARGA,d,TRUE,Jl. Perumnas Teluk No. 42 Kel. Teluk Kec. Purwokerto Selatan,swasta,Banyumas,53145,(0281) 6847366,,0, rsdk_teluk@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Eggy Jita Pradana,TRUE,Contact,Direktur
res_partner_1086,RSU Hasanah Graha Afiah,c,TRUE,Jl. Raden Saleh No.42 (Studio Alam TVRI) Depok,swasta,Kota Depok,16412,2177826267,2177826260, www.rs hga.co.id, hga_rumahsakit@yahoo.com,TRUE,FALSE,FALSE,TRUE,Dr. Eka Putra AR.SpOG,TRUE,Contact,Direktur
res_partner_1434,RUMAH SAKIT IBU DAN ANAK FAUZIAH,c,TRUE,Jalan Dr. SUTOMO 47 TERTEK TULUNGAGUNG,swasta,Tulungagung,66216,(0355)322135,(0355) 326515,0, rskiafauziah@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,Dr. EKA SOEGIHARTI,TRUE,Contact,Direktur
res_partner_2467,RS. BHAYANGKARA TK.IV BONDOWOSO,other,TRUE,"JL. JEND. POL. S. JUDODIHARJO 12, BONDOWOSO",polisi,Bondowoso,68212,332433431,,0,0,TRUE,FALSE,FALSE,TRUE,"dr. EKA WARDHANI, M.M.",TRUE,Contact,Direktur
res_partner_822,RS DUTA INDAH,other,TRUE,Jl. Teluk Gong Raya No. 12 Kel. Pejagalan Kec. Penjaringan,swasta,Jakarta Utara,14450,021 66676188,021 66676190, www.rsdutaindah.com, info@dutaindah.com,TRUE,FALSE,FALSE,TRUE,dr. Eko Budi Heryanto,TRUE,Contact,Direktur
res_partner_1551,RS Bersalin Sekar Wangi,c,TRUE,Magetan,swasta,Magetan,63351,0351 896853,,  ,0,TRUE,FALSE,FALSE,TRUE,"Dr. Eko Purbyanto, MPPM",TRUE,Contact,Direktur
res_partner_101,RSUD Aceh Singkil,c,TRUE,Jl. Rimo/Singkil Km.8,pemda,Aceh Singkil,23748,0658 21878,0658 21878,  , rsudacehsingkil@gmail.com,TRUE,FALSE,FALSE,TRUE,Dr. Eko Saputra Anugroho,TRUE,Contact,Direktur
res_partner_1617,RS Panti Waluya Sawahan,c,TRUE,"Jl. Nusakambangan No.56, Malang",organisasi,Kota Malang,65117,0341 362017,0341 354068, http:www.pantiwaluya.org, rkz.sawahan@pantiwaluya.org,TRUE,FALSE,FALSE,TRUE,"dr. Eko Sugiarto, MSc",TRUE,Contact,Direktur
res_partner_144,Rumkital Sabang,d,TRUE,Jl. T. Chik Ditiro Kota Atas Sabang,angkatan,Kota Sabang,23511,0652 21302,0652 21302,  ,  jrumkital.@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Eko Tjandra Aprilianto,TRUE,Contact,Direktur
res_partner_1582,RS Grha Husada Gresik,d,TRUE,Jl. Padi No. 3 Komplek Perumahan PT Petrokimia Gresik,swasta,Gresik,61118,"031 3984465, 39",, www.rspetrokimiagresik.com,0,TRUE,FALSE,FALSE,TRUE,dr. Elizabeth Aryani J,TRUE,Contact,Direktur
res_partner_2054,RS Kalooran,c,TRUE,"Kelurahan Buyungon, Kecamatan Amurang",organisasi,Minahasa Selatan,95354,0430 2425030,0430 21109,  , gmim_kalooran@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Ellaine Wenur, M.Kes",TRUE,Contact,Direktur
res_partner_1730,RSIA Bun,other,TRUE,Jl. Raya Kosambi Timur no.2 RT. 011/004,swasta,Tangerang,15213,021 29031299,021 291659,0, umum.rsiabun@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Elliyanah,TRUE,Contact,Direktur
res_partner_1851,RS Jiwa Propinsi NTB,b,TRUE,"Jl. A Yani no. 1 Selagalas Cakranegara, Mataram",pemda,Kota Mataram,83237,0370 672140,0370 671515, www.rsjmutiarasukma.ntbprov.go.id, rsjmutiarasukma@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Elly Rosila Wijaya, Sp.KJ. MM",TRUE,Contact,Direktur
res_partner_2350,RS Mata Regina Eye Center Padang,other,TRUE,Jl. H.Agus Salim No 11 A Padang,swasta,Kota Padang,25000,0751 810456,0751 25503, www.rsmataregina.blogspot.com, reginaeyecentre@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"Dr. Ellya Thaher,Sp.M, MKM",TRUE,Contact,Direktur
res_partner_2341,RSU Ridos,d,TRUE,Jl. Menteng VII no.62 Medan,swasta,Kota Medan,20228,061 7881406,,  , rsu.ridos@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Elman Boy. Menkes,TRUE,Contact,Direktur
res_partner_684,RSB Kartini,other,TRUE,"Jl. Ciledug Raya No.94 96 Cipulir, Keabayoran Lama",swasta,Jakarta Selatan,12230,7245646,7230703, www.rskartini.co.id, cs@rskartini.co.id,TRUE,FALSE,FALSE,TRUE,Dr. Elmira Soeksmawati.MHA,TRUE,Contact,Direktur
res_partner_159,RSUD Sibuhuan,c,TRUE,Jln. KH. Dewantara Sibuhuan Kec. Barumun,pemda,Padang Lawas,22763,0636(421623),0636(421623), rsudsibuhuan@yahoo.com, rsudsibuhuan@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Elni Rubianti Daulay,TRUE,Contact,Direktur
res_partner_556,RS Mitra Husada,c,TRUE,"Jl. Jend.A.Yani No.14 Pringsewu,Kab.Pringsewu",swasta,Pringsewu,35373,0729 23792,0729 23836, www.mitra@husada.com, rs_mitra_husada@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. ELVANI,TRUE,Contact,Direktur
res_partner_714,RSK Bedah Rawamangun,c,TRUE,"Jl. Balai Pustaka Raya No. 29   31, Rawamangun",organisasi,Jakarta Timur,13220,021   4893531,021   4710918,  , rs.rawamangun@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Elviera Darmayanti,MM",TRUE,Contact,Direktur
res_partner_1544,RS Bhayangkara Moestadjab Nganjuk,c,TRUE,Nganjuk,polisi,,64415,"0358 321896, 03",,  ,0,TRUE,FALSE,FALSE,TRUE,dr. Elyani Sp.OG,TRUE,Contact,Direktur
res_partner_393,RSIA Husada Bunda,c,TRUE,"Jln, M. Yamin salo",swasta,Kampar,28451,0762 21441,,  ,0,TRUE,FALSE,FALSE,TRUE,Dr. Emdas yahya,TRUE,Contact,Direktur
res_partner_998,RS Trimitra,c,TRUE,"Jl. Raya Jakarta Bogor Km.43, Cibonong",organisasi,Bogor,16916,8763055,8755311/8758038, rstrimitra.com, rstrimitra@rstrimitra.com,TRUE,FALSE,FALSE,TRUE,Dr. Emma Sumarsah,TRUE,Contact,Direktur
res_partner_1630,RSIA Melati Husada,c,TRUE,Jl. Kawi No. 32 34,swasta,Kota Malang,65517,0341 341357,0341 365094,0, rs_melatihusada@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Emmal,TRUE,Contact,Direktur
res_partner_188,RS Kusta Lau Simomo,other,TRUE,"Desa Lau Simomo,Kec.Kabanjahe,Kab.Karo",pemda,Karo,628,20055,,  ,  ,TRUE,FALSE,FALSE,TRUE,"Dr. Emmi Suriani Simbolon,MARS",TRUE,Contact,Direktur
res_partner_1173,RSK Bedah Diponegoro,c,TRUE,"Jl. Diponegoro No.21,Klaten",organisasi,Klaten,57438,0272 325127,0272 322273, www.rskb diponegoroduasatu.com, rskbdiponegoro@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Endah Prasetyowati,TRUE,Contact,Direktur
res_partner_1290,RSU Dr. Moewardi Surakarta,a,TRUE,"Jl. Kol Sutarto 132,Surakarta",pemda,Kota Surakarta,57126,0271 634634,0271 637412, www.rsmoewardi, rsud_moewardi@yahoo.com,TRUE,FALSE,FALSE,TRUE,Dr. Endang Agustinar. M.Kes,TRUE,Contact,Direktur
res_partner_1417,RS Happy Land Medical Centre,c,TRUE,"Jl. Ipda Tut Harsono No.53,Timoho Yogyakarta",swasta,Kota Yogyakarta,55165,0274 550060,0274 550061, www.rshappyland.com, mkthlmc@yahoo.com / marketing@rshappyland.com,TRUE,FALSE,FALSE,TRUE,"dr. Endang Pudjiastuti, M.Kes",TRUE,Contact,Direktur
res_partner_1572,RSUD Ibnu Sina Kab. Gresik,b,TRUE,"Jl. Dr. Wahidin Sudirohusodo No.243 B, Gresik",pemda,Gresik,61161,031 3951239,031 3955217, www.rsudibnusinagresik.co.id, rsugresik@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Endang Puspitowati,Sp. THT KL",TRUE,Contact,Direktur
res_partner_1531,RSUD RA.Basoeni,c,TRUE,"Jl. Raya Gedeg No.17,Kab.Mojokerto",pemda,Mojokerto,61351,(0321) 364752,(0321) 361341, rsudrabasuni.mojokertokab.co.id, rsud.basoeni@gmail.com,TRUE,FALSE,FALSE,TRUE,"dr. Endang Sulistyowati, M.MKes",TRUE,Contact,Direktur
res_partner_1333,RS Hermina Banyumanik Semarang,c,TRUE,"Jln. Jenderal Polisi Anton Soedjarwo No.195 A, Banyumanik",swasta,Kota Semarang,50263,024 76488989,024 76479080, www.herminahospitalgroup.com, banyumanik@herminahospitalgroup.com,TRUE,FALSE,FALSE,TRUE,"dr. Endang Sulistyowati, Sp.A",TRUE,Contact,Direktur
res_partner_1829,RS Prima Medika,c,TRUE,Jl. P Serangan 9X Denpasar Bali,swasta,Kota Denpasar,,0361 236225,0361 236203, www.primamedika.com, rspm@indosat.net.id,TRUE,FALSE,FALSE,TRUE,"Dr. Endrawati W Manuaba,MMR",TRUE,Contact,Direktur
res_partner_1322,RSUD Tugurejo Semarang,b,TRUE,"Jl. WALISONGO KM 8,5 Semarang",pemda,Kota Semarang,50185,024 7605378,024 7604398, www.rstugurejo.com, tugurejo@jatengprov.go.id,TRUE,FALSE,FALSE,TRUE,"Dr. Endro Suprayitno, Sp.KJ, M.Si",TRUE,Contact,Direktur
res_partner_2590,RSU Daerah Raja Ampat,other,TRUE,Waisai Distrik Waisai Kota,pemda,Raja Ampat,0,81344717931,,  , verabdullah@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Engelbert M.S Wader,TRUE,Contact,Direktur
res_partner_1349,RSKB Rizki Amalia Medika,other,TRUE,Jl. Brosot   Wates Km.5 Jogahan Bumirejo Lendah Kulon Progo,organisasi,Kulon Progo,55663,85100494522,2746472569,  , rs_rizkiamalia02@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,Dr. Enuk Endah S,TRUE,Contact,Direktur
res_partner_1403,RS Mata Dr. Yap,b,TRUE,Jl. Cik Ditiro 5 Yogyakarta,organisasi,Kota Yogyakarta,55223,0274 562054,0274 517239, www.yap.or.id, tursyap@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Eny Tjahjani Permatasari,Sp.M.,MKes",TRUE,Contact,Direktur
res_partner_1076,RS Hosana Medica Bekasi,d,TRUE,"Jl. Pramuka No.12 Rt.004/Rw002 Kel.Sepanjang Jaya Kec.Rawalumbu,Bekasi",swasta,Kota Bekasi,17114,021 8221570,021 8221574,  , hosanamedicabekasi1@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Erick Maruapey,TRUE,Contact,Direktur
res_partner_667,RS Ketergantungan Obat Jakarta,b,TRUE,Jl. Lapangan Tembak No 75 Kel. Cibubur Kec. Ciracas Jakarta Timur,Kemkes,Jakarta Timur,13720,021 87711968,021 87711970, www.rskojakarta.com, ekayunita26@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Erie Dharma Irawan, SpKJ, MARS",TRUE,Contact,Direktur
res_partner_1602,RSIA Muhammadiyah Kediri,c,TRUE,Jl. Gatot Subroto 84 Kediri,organisasi,Kota Kediri,64112,(0354) 773115,0354773115/124, rsmadkotakediri.com, rsmad.kotakediri@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Erika Widayanti Lestari,MMR",TRUE,Contact,Direktur
res_partner_1475,RS Utama Husada,d,TRUE,"Jl. Manggar No.134 Tegalsari, Ambulu Jember",organisasi,Jember,68172,0336  881187,0336  881434, www.utamahusada.co.id, utamahusada@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,Dr. Erlin Polehwidhi,TRUE,Contact,Direktur
res_partner_336,RS Islam IIbnu Sina,c,TRUE,Jl. Gajah Mada Gunung Pangilun Padang,organisasi,Kota Padang,25137,0751 444712,0751 443115,  , rsiibnusina_padang@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"Dr. Erlinengsih,MARS",TRUE,Contact,Direktur
res_partner_334,RS Yos Sudarso,c,TRUE,"Jl. Situjuh No. 1,Padang",organisasi,Kota Padang,25125,33230 / 33231,31811,  , rsyos@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Erlis Beby Julianto,TRUE,Contact,Direktur
res_partner_1885,RS St Elizabeth Lela,d,TRUE,"Lela Maumere,Kab.Sikka",organisasi,Sikka,86161,81353782435,,  , rslela@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Erman Muliawan,TRUE,Contact,Direktur
res_partner_1592,RS Asyifa Husada Pamekasan,other,TRUE,"Jl. Mandilaras No. 88 90, Pamekasan",organisasi,Pamekasan,69316,0324   334100,,  ,0,TRUE,FALSE,FALSE,TRUE,"Dr. Erna H Prionggo, M.Kes",TRUE,Contact,Direktur
res_partner_131,RSUD PIDIE JAYA,c,TRUE,"Jl. Banda   Aceh KM. 158, Meureudu",pemda,Pidie Jaya,24186,0653 8003067,0653 8003064,  , rsudmeuredu@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Ernida,TRUE,Contact,Direktur
res_partner_743,RS Husada,b,TRUE,Jl. Raya Mangga Besar No.137/139 Jakpus,swasta,Kota Jakarta Pusat,10730,6260108,6497494, http://www.husada.co.id, husada@husada.co.id,TRUE,FALSE,FALSE,TRUE,"Dr. Erniody. SpAn, KIC, MKes",TRUE,Contact,Direktur
res_partner_400,RSUD Kec.Mandau,c,TRUE,"Jl. Stadion No.10 Duri,Bengkalis",pemda,Bengkalis,28884,0765 7038918,0765 596348,  , rsud.mandau@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. ERSAN SAPUTRA TH,TRUE,Contact,Direktur
res_partner_2558,RSUD Amurang,other,TRUE,Desa Teep jl. trans Sulawesi,pemda,Minahasa Selatan,95354,0,, 0, schoutenhans@yahoo.com,TRUE,FALSE,FALSE,TRUE,DR. ERWIN R.R. SCHOUTEN,TRUE,Contact,Direktur
res_partner_1499,RS Graha Sehat,c,TRUE,Jl. Raya Panglima Sudirman No.2,swasta,Probolinggo,67282,0335 846500,0335 846500,  , grahasehat@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,Dr. Erwin Winaya,TRUE,Contact,Direktur
res_partner_2383,RS Bhakti Husada II Purwakarta,other,TRUE, ,swasta,Purwakarta,41181,0264 8225344,,  ,0,TRUE,FALSE,FALSE,TRUE,dr. Erythrina Marchantia,TRUE,Contact,Direktur
res_partner_767,RS Mitra Kemayoran,b,TRUE,Jl. Landas Pacu Timur Kemayoran,swasta,Kota Jakarta Pusat,10630,021 6545555,021 6545959,  , Yoran@Mitrakeluarga,TRUE,FALSE,FALSE,TRUE,"Dr. Esther Ramono, MM",TRUE,Contact,Direktur
res_partner_489,RS MAHYUZAHRA,d,TRUE,"JL.RAYA LINTAS TIMUR KM.35,5 INDRALAYA",organisasi,Ogan Ilir,30662,0711 581145,0711 580707,  , rs.mahyuzahra@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Etin Jumarili Amanar,TRUE,Contact,Direktur
res_partner_517,RSIA Trinanda,other,TRUE,Jl. RE. Martadinata No. 6 8 Palembang,swasta,Kota Palembang,30116,0711 716643 / 0,,  ,0,TRUE,FALSE,FALSE,TRUE,"dr. Eva Fitria, M.Kes",TRUE,Contact,Direktur
res_partner_2508,RSIA Amanah,c,TRUE,Jln dr Saleh No. 43 Probolinggo,swasta,Kota Probolinggo,67219,0335 423487,0335 423487,  , klinikamanah@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Evariani,TRUE,Contact,Direktur
res_partner_1628,RSB Mardi Waloeja Rampal Malang,other,TRUE,"Jl.WR.Supratman No.1, Malang",organisasi,Kota Malang,65111,0341   364756,0341   364756, http://rsiamardiwaloejarampal.com, rsia.mardiwaloeja.rampal@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. Evi Laksana, MMRS",TRUE,Contact,Direktur
res_partner_1719,RSIA Selaras,other,TRUE,"Jl. Raya Serang KM.18,5 Desa Bojong, Kec.Cikupa Kab.Tangerang",organisasi,Tangerang,15710,215969145,2159401277,  , rsia.selaras@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Evie Kusmiati,TRUE,Contact,Direktur
res_partner_459,RS Mayang Medical Centre,c,TRUE,"Jl. Ir.H. Juanda No.56 Simp III Sipin, Jambi",swasta,Kota Jambi,36126,671222,61468,0, rumkit.mayang@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Ezrika Selvy,TRUE,Contact,Direktur
res_partner_2272,RSU Manokwari,c,TRUE,Jl. Bhayangkara No.I Manokwari,pemda,Manokwari,98311,(0986) 211440,"211440, 212825",  , rsu.manokwari@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. F I R M A N,TRUE,Contact,Direktur
res_partner_2561,Rumah Sakit Ibu dan Anak Kasih Ibu,other,TRUE,"Jl Wolter Mongisidi, No. 1, Komp. Bahu Mall, Blok C. 23. Kel. Bahu, Kec. Malalay More ...",swasta,Kota Manado,95115,0431 834780,0431 834721,  , kasihibumdo@gmail.com,TRUE,FALSE,FALSE,TRUE,"Dr. F. J. O. Pelealu, MPH",TRUE,Contact,Direktur
res_partner_510,RS Karya Asih Charitas,d,TRUE,JL.BETAWI RAYA NO 1340 RT 22 RW 06 PALEMBANG,organisasi,Kota Palembang,30163,0711 817196,711822334,0, rs.karyaasih@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. F. Tejo Kuncoro,TRUE,Contact,Direktur
res_partner_2172,RSIA MUTIARA AROEPALA,c,TRUE,Jl. Tamangapa Raya Komp. Grand Aroepala Blok A/No.1,swasta,Kota Makassar,90235,411495456,,0, rsiamutiaraaroepala@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Faarina Novirza,TRUE,Contact,Direktur
res_partner_132,RSU Dr. Zainoel Abidin,a,TRUE,"Jl. Tgk Daud Beureueh, NO. 108 B. Aceh",pemda,Kota Banda Aceh,23126,0651 34562,0651  34566, www.rsuza.acehprov.go.id, rsudza@acehprov.go.id,TRUE,FALSE,FALSE,TRUE,"dr. Fachrul Jamal, Sp. An. KIC",TRUE,Contact,Direktur
res_partner_1101,RS Permata Bunda Tasikmalaya,d,TRUE,Jl. HR. Wasita Kusumah No. 1 Indihiang,swasta,Kota Tasikmalaya,46151,0265345 650/ 02,265345568,  , rspb.tasik@gmail.com,TRUE,FALSE,FALSE,TRUE,dr. Fadila Aznafury,TRUE,Contact,Direktur
res_partner_111,RSU Fandika,other,TRUE,Jl. Terminal Simpang Wariji Blangkolak 1 Kec. Bebesen,swasta,Aceh Tengah,24552,0643 21880,0643 21100,0, rsu.fandika@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,"dr. Fadlan, SpOG",TRUE,Contact,Direktur
res_partner_2330,RSU FLORA,other,TRUE,jl. letjen jamin ginting no. 81 Kabanjahe,swasta,Karo,21105,(0628) 20 625,(0628) 324 999,0, rsuflora@yahoo.com,TRUE,FALSE,FALSE,TRUE,"Dr. Fadli Armanto, MM.Kes.",TRUE,Contact,Direktur
res_partner_485,RS Islam At Taqwa Gumawang,d,TRUE,"Jl.Inspeksi Irigasi Komering, Tanah Merah, Kec. Belitang Madang Raya",swasta,Ogan Komering Ulu Timur,32382,0735 452010,0735 452010,  , rumahsakitislamattaqwa_gumawang@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. Fahrizal,TRUE,Contact,Direktur
res_partner_1098,SAYANG BUNDA,c,TRUE,Jl. Sukalaya I No.22,swasta,Kota Tasikmalaya,46122,0265 330841,, WWW.RSBSAYANGBUNDA.COM, rsbsayangbunda@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. FAHRUROJI,TRUE,Contact,Direktur
res_partner_1263,RS Islam Moga,d,TRUE,"Jl. Raya Moga Pulosari km.02 ,Pemalang",organisasi,Pemalang,52354,(0284) 583410,,  , rsmuhammadiyahmoga@gmail.com,TRUE,FALSE,FALSE,TRUE,Dr. Faik Heider,TRUE,Contact,Direktur
res_partner_141,Rumkit Bhayangkara Banda Aceh,c,TRUE,"Jl. Cut Nyak Dhien No. 23, Lamteumen Barat Banda Aceh",polisi,Kota Banda Aceh,23236,0651 41470,0651 41253,  , bhayangkara_banda_aceh@yahoo.co.id,TRUE,FALSE,FALSE,TRUE,dr. FAISAL,TRUE,Contact,Direktur
res_partner_632,RSUD Natuna,c,TRUE,"Jl. H.Ali Murtopo,Natuna",pemda,Natuna,29783,0773 31128, , www.rsud.natuna.go.id, admin@rsud.natunakab.go.id,TRUE,FALSE,FALSE,TRUE,"dr. FAISAL, M.Kes",TRUE,Contact,Direktur
res_partner_103,RSU Dr. H.Yulidin Away,c,TRUE,"Jl. T.Ben Mahmud No.86 A, TAPAKTUAN",pemda,Aceh Selatan,23713,0656 21013,0656 21818, RSUD dr h yuliddin away.com, rsudya_ttun@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. faisal, Sp.An",TRUE,Contact,Direktur
res_partner_433,RSIA Zainab,c,TRUE,Jln. Ronggo warsito I No 01,swasta,Kota Pekanbaru, ,770 23/53,0761 859448, www.rszainab.com, rszainab@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Fajar Agung Prayogo,TRUE,Contact,Direktur
res_partner_2259,RSU Kota Tidore Kepulauan,c,TRUE,Jl. Sultan mansyur No 11 Indonesiana Tidore maluku Utara,pemda,Kota Tidore Kepulauan,97813,0921 3161223,0921 3161107,  , rsd_soasio80@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Fajar Puji Wibowo,TRUE,Contact,Direktur
res_partner_645,RUMAH SAKIT UMUM GRAHA HERMINE,c,TRUE,JL.R.SOEPRAPTO KOMPLEK RUKO ASIH RAYA NO.6 15 BATU AJI,swasta,Kota Batam,,0778 363318,0778 363164,0, graha_hermine@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Fajri Israq,TRUE,Contact,Direktur
res_partner_2342,RS Ibu dan Anak AZ Zakiyah,other,TRUE,Jl. Mustafa No. 4a/18 Kec. Medan Timur,organisasi,Kota Medan,20238,061 6612508,,  ,0,TRUE,FALSE,FALSE,TRUE,"dr. Fakhri Widyanto, M. Ked(PED), Sp. A",TRUE,Contact,Direktur
res_partner_2441,RSIA Daru Istiqomah Kendal,other,TRUE,"Jln. Sekopek No. 15 , Kaliwungu",organisasi,Kendal,51372,0294 382148,0294  3686900,  , rsdimuhammadiyah@yahoo.com,TRUE,FALSE,FALSE,TRUE,dr. Fanny Ardhitunggal Hakim,TRUE,Contact,Direktur
res_partner_1909,RS Bergerak Balai Karangan,other,TRUE,"Jl. Lintas Sekayam No. 1, Kec. Sekayam",pemda,Sanggau,78556,0564 31020,,  , RSB_Balai@Ymail.com,TRUE,FALSE,FALSE,TRUE,dr. Fanny Rifaldhy Sinyo,TRUE,Contact,Direktur
res_partner_1571,RS Muhammadiyah Babat,other,TRUE,Jl. KH. Ahmad Dahlan No. 14 Babat,swasta,Lamongan,62271,0322 451125,,  ,0,TRUE,FALSE,FALSE,TRUE,dr. Fara Nur Diana,TRUE,Contact,Direktur
res_partner_2093,RSU Anutapura Palu,b,TRUE,Jl. Kangkung No. 1 Palu,pemda,Kota Palu,94113,0451 460570,0451 461567,0, rsu_anutapurapalu@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Farida H. Ingolo, M.Kes.",TRUE,Contact,Direktur
res_partner_2382,RS. Holistic,other,TRUE,Jln. Terusan Kapten Halim KM.9 Pondok Salam,swasta,Purwakarta,41172,(0264) 8223434,, www.holisticindonesia.com,0,TRUE,FALSE,FALSE,TRUE,"dr. Fatimah, S.Si",TRUE,Contact,Direktur
res_partner_1596,RSU Gambiran,b,TRUE,Jl. KH Wahid Hasyim 64 Kediri,pemda,Kota Kediri,64114,0354 773097,0354 773097, www.rsudgambiran.com, rsud_gambiran@yahoo.com,TRUE,FALSE,FALSE,TRUE,"dr. Fauzan Adima, M.Kes",TRUE,Contact,Direktur
res_partner_980,RS MEDIROSSA 2,c,TRUE,"Jl. Raya Cibarusah, Ds Sindang Mulya No. 5 ",swasta,Bekasi, ,021 89955555,021 89952355,  , rs.medirossa_cibarusah@ymail.com,TRUE,FALSE,FALSE,TRUE,dr. Fauzi Andiwinata,TRUE,Contact,Direktur
